aalen:	('aalɛnɛm', 'N;INS;SG')
	('ɛpʲitɛtɔvʲi', 'N;DAT;SG')
	('ɛpʲitɛtuv', 'N;GEN;PL')
	('ɛpʲitɛtu', 'N;GEN;SG')
	('ɛpʲitɛtɨ', 'N;ACC;PL')
	('ɛpʲitɛtɨ', 'N;NOM;PL')
	('ɛpʲitɛtɨ', 'N;VOC;PL')
epizod:	('ɛpʲizɔdax', 'N;ESS;PL')
	('ɛpʲizɔdamʲi', 'N;INS;PL')
	('ɛpʲizɔdɛm', 'N;INS;SG')
	('ɛ pʲ i z ɔ t', 'N;ACC;SG')
	('ɛ pʲ i z ɔ t', 'N;NOM;SG')
	('ɛpʲizɔdɔm', 'N;DAT;PL')
	('ɛpʲizɔdɔvʲi', 'N;DAT;SG')
	('ɛpʲizɔduv', 'N;GEN;PL')
	('ɛpʲizɔdu', 'N;GEN;SG')
	('ɛpʲizɔdɨ', 'N;ACC;PL')
	('ɛpʲizɔdɨ', 'N;NOM;PL')
	('ɛpʲizɔdɨ', 'N;VOC;PL')
	('ɛpʲizɔdʑiɛ', 'N;ESS;SG')
	('ɛpʲizɔdʑiɛ', 'N;VOC;SG')
epoka:	('ɛpɔ\U00100001ɛ', 'N;DAT;SG')
	('ɛpɔ\U00100001ɛ', 'N;ESS;SG')
	('ɛpɔkax', 'N;ESS;PL')
	('ɛpɔkamʲi', 'N;INS;PL')
	('ɛpɔkɔ̃', 'N;INS;SG')
	('ɛ p ɔ k a', 'N;NOM;SG')
	('ɛpɔkɛ~', 'N;ACC;SG')
	('ɛpɔkʲi', 'N;ACC;PL')
	('ɛpɔkʲi', 'N;GEN;SG')
	('ɛpɔkʲi', 'N;NOM;PL')
	('ɛpɔkʲi', 'N;VOC;PL')
	('ɛpɔk', 'N;GEN;PL')
	('ɛpɔkɔm', 'N;DAT;PL')
	('ɛpɔkɔ', 'N;VOC;SG')
epos:	('ɛpɔsax', 'N;ESS;PL')
	('ɛpɔsamʲi', 'N;INS;PL')
	('ɛpɔsɛm', 'N;INS;SG')
	('ɛpɔɕiɛ', 'N;ESS;SG')
	('ɛpɔɕiɛ', 'N;VOC;SG')
	('ɛ p ɔ s', 'N;ACC;SG')
	('ɛ p ɔ s', 'N;NOM;SG')
	('ɛpɔsɔm', 'N;DAT;PL')
	('ɛpɔsɔvʲi', 'N;DAT;SG')
	('ɛpɔsuv', 'N;GEN;PL')
	('ɛpɔsu', 'N;GEN;SG')
	('ɛpɔsɨ', 'N;ACC;PL')
	('ɛpɔsɨ', 'N;NOM;PL')
	('ɛpɔsɨ', 'N;VOC;PL')
era:	('ɛ r a x', 'N;ESS;PL')
	('ɛ r a mʲ i', 'N;INS;PL')
	('ɛ r ɔ̃', 'N;INS;SG')
	('ɛ r a', 'N;NOM;SG')
	('ɛ r ɛ', 'N;ACC;SG')
	('ɛ r', 'N;GEN;PL')
	('ɛ r ɔ m', 'N;DAT;PL')
	('ɛ r ɔ', 'N;VOC;SG')
	('ɛ r ɨ', 'N;ACC;PL')
	('ɛ r ɨ', 'N;GEN;SG')
	('ɛ r ɨ', 'N;NOM;PL')
	('ɛ r ɨ', 'N;VOC;PL')
	('ɛ ʐ ɛ', 'N;DAT;SG')
	('ɛ ʐ ɛ', 'N;ESS;SG')
erb:	('ɛrbɛm', 'N;INS;SG')
	('ɛrbʲiɛ', 'N;ESS;SG')
	('ɛrbʲiɛ', 'N;VOC;SG')
	('ɛ r p', 'N;ACC;SG')
	('ɛ r p', 'N;NOM;SG')
	('ɛrbɔvʲi', 'N;DAT;SG')
	('ɛrbu', 'N;GEN;SG')
eremita:	('ɛrɛmʲi\U00100001ʲiɛ', 'N;DAT;SG')
	('ɛrɛmʲi\U00100001ʲiɛ', 'N;ESS;SG')
	('ɛrɛmʲi\U00100001ʲi', 'N;NOM;PL')
	('ɛrɛmʲi\U00100001ʲi', 'N;VOC;PL')
	('ɛrɛmʲitax', 'N;ESS;PL')
	('ɛrɛmʲitamʲi', 'N;INS;PL')
	('ɛrɛmʲitɔ̃', 'N;INS;SG')
	('ɛ r ɛ mʲ i t a', 'N;NOM;SG')
	('ɛrɛmʲitɛ~', 'N;ACC;SG')
	('ɛrɛmʲitɔm', 'N;DAT;PL')
	('ɛrɛmʲitɔ', 'N;VOC;SG')
	('ɛrɛmʲituv', 'N;ACC;PL')
	('ɛrɛmʲituv', 'N;GEN;PL')
	('ɛrɛmʲitɨ', 'N;GEN;SG')
errata:	('ɛrra\U00100001ʲiɛ', 'N;DAT;SG')
	('ɛrra\U00100001ʲiɛ', 'N;ESS;SG')
	('ɛrratax', 'N;ESS;PL')
	('ɛrratamʲi', 'N;INS;PL')
	('ɛrratɔ̃', 'N;INS;SG')
	('ɛ r r a t a', 'N;NOM;SG')
	('ɛrratɛ~', 'N;ACC;SG')
	('ɛrrat', 'N;GEN;PL')
	('ɛrratɔm', 'N;DAT;PL')
	('ɛrratɔ', 'N;VOC;SG')
	('ɛrratɨ', 'N;ACC;PL')
	('ɛrratɨ', 'N;GEN;SG')
	('ɛrratɨ', 'N;NOM;PL')
	('ɛrratɨ', 'N;VOC;PL')
erudycja:	('ɛrudɨ\U00100001jax', 'N;ESS;PL')
	('ɛrudɨ\U00100001jamʲi', 'N;INS;PL')
	('ɛrudɨ\U00100001jɔ̃', 'N;INS;SG')
	('ɛ r u d ɨ t͡s j a', 'N;NOM;SG')
	('ɛrudɨ\U00100001jɛ', 'N;ACC;PL')
	('ɛrudɨ\U00100001jɛ~', 'N;ACC;SG')
	('ɛrudɨ\U00100001jɛ', 'N;NOM;PL')
	('ɛrudɨ\U00100001jɛ', 'N;VOC;PL')
	('ɛrudɨ\U00100001jʲi', 'N;DAT;SG')
	('ɛrudɨ\U00100001jʲi', 'N;ESS;SG')
	('ɛrudɨ\U00100001jʲi', 'N;GEN;PL')
	('ɛrudɨ\U00100001jʲi', 'N;GEN;SG')
	('ɛrudɨ\U00100001jɔm', 'N;DAT;PL')
	('ɛrudɨ\U00100001jɔ', 'N;VOC;SG')
erytrocyt:	('ɛrɨdrɔ\U00100001ɨ\U00100001ʲiɛ', 'N;ESS;SG')
	('ɛrɨdrɔ\U00100001ɨ\U00100001ʲiɛ', 'N;VOC;SG')
	('ɛrɨdrɔ\U00100001ɨtax', 'N;ESS;PL')
	('ɛrɨdrɔ\U00100001ɨtamʲi', 'N;INS;PL')
	('ɛrɨdrɔ\U00100001ɨtɛm', 'N;INS;SG')
	('ɛ r ɨ t r ɔ t͡s ɨ t', 'N;ACC;SG')
	('ɛ r ɨ t r ɔ t͡s ɨ t', 'N;NOM;SG')
	('ɛrɨdrɔ\U00100001ɨtɔm', 'N;DAT;PL')
	('ɛrɨdrɔ\U00100001ɨtɔvʲi', 'N;DAT;SG')
	('ɛrɨdrɔ\U00100001ɨtuv', 'N;GEN;PL')
	('ɛrɨdrɔ\U00100001ɨtu', 'N;GEN;SG')
	('ɛrɨdrɔ\U00100001ɨtɨ', 'N;ACC;PL')
	('ɛrɨdrɔ\U00100001ɨtɨ', 'N;NOM;PL')
	('ɛrɨdrɔ\U00100001ɨtɨ', 'N;VOC;PL')
esej:	('ɛsɛjax', 'N;ESS;PL')
	('ɛsɛjamʲi', 'N;INS;PL')
	('ɛsɛjɛm', 'N;INS;SG')
	('ɛsɛjɛ', 'N;ACC;PL')
	('ɛsɛjɛ', 'N;NOM;PL')
	('ɛsɛjɛ', 'N;VOC;PL')
	('ɛ s ɛ j', 'N;ACC;SG')
	('ɛ s ɛ j', 'N;NOM;SG')
	('ɛsɛjɔm', 'N;DAT;PL')
	('ɛsɛjɔvʲi', 'N;DAT;SG')
	('ɛsɛjuv', 'N;GEN;PL')
	('ɛsɛju', 'N;ESS;SG')
	('ɛsɛju', 'N;GEN;SG')
	('ɛsɛju', 'N;VOC;SG')
esemes:	('ɛsɛmɛsax', 'N;ESS;PL')
	('ɛsɛmɛsamʲi', 'N;INS;PL')
	('ɛsɛmɛsa', 'N;ACC;SG')
	('ɛsɛmɛsa', 'N;GEN;SG')
	('ɛsɛmɛsɛm', 'N;INS;SG')
	('ɛsɛmɛɕiɛ', 'N;ESS;SG')
	('ɛsɛmɛɕiɛ', 'N;VOC;SG')
	('ɛ s ɛ m ɛ s', 'N;NOM;SG')
	('ɛsɛmɛsɔm', 'N;DAT;PL')
	('ɛsɛmɛsɔvʲi', 'N;DAT;SG')
	('ɛsɛmɛsuv', 'N;GEN;PL')
	('ɛsɛmɛsɨ', 'N;ACC;PL')
	('ɛsɛmɛsɨ', 'N;NOM;PL')
	('ɛsɛmɛsɨ', 'N;VOC;PL')
esemesowanie:	('ɛsɛmɛsɔvaɲia', 'N;GEN;SG')
	('ɛsɛmɛsɔvaɲiɛm', 'N;INS;SG')
	('ɛ s ɛ m ɛ s ɔ v a ɲ ɛ', 'N;ACC;SG')
	('ɛ s ɛ m ɛ s ɔ v a ɲ ɛ', 'N;NOM;SG')
	('ɛ s ɛ m ɛ s ɔ v a ɲ ɛ', 'N;VOC;SG')
	('ɛsɛmɛsɔvaɲiu', 'N;DAT;SG')
	('ɛsɛmɛsɔvaɲiu', 'N;ESS;SG')
esencja:	('ɛsɛn\U00100001jax', 'N;ESS;PL')
	('ɛsɛn\U00100001jamʲi', 'N;INS;PL')
	('ɛsɛn\U00100001jɔ̃', 'N;INS;SG')
	('ɛ s ɛ n t͡s j a', 'N;NOM;SG')
	('ɛsɛn\U00100001jɛ', 'N;ACC;PL')
	('ɛsɛn\U00100001jɛ~', 'N;ACC;SG')
	('ɛsɛn\U00100001jɛ', 'N;NOM;PL')
	('ɛsɛn\U00100001jɛ', 'N;VOC;PL')
	('ɛsɛn\U00100001jʲi', 'N;DAT;SG')
	('ɛsɛn\U00100001jʲi', 'N;ESS;SG')
	('ɛsɛn\U00100001jʲi', 'N;GEN;PL')
	('ɛsɛn\U00100001jʲi', 'N;GEN;SG')
	('ɛsɛn\U00100001jɔm', 'N;DAT;PL')
	('ɛsɛn\U00100001jɔ', 'N;VOC;SG')
ester:	('ɛstɛr', 'N;ACC;SG')
	('ɛstɛr', 'N;NOM;SG')
	('ɛsdrax', 'N;ESS;PL')
	('ɛsdramʲi', 'N;INS;PL')
	('ɛsdrɛm', 'N;INS;SG')
	('ɛsdrɔm', 'N;DAT;PL')
	('ɛsdrɔvʲi', 'N;DAT;SG')
	('ɛsdruv', 'N;GEN;PL')
	('ɛsdru', 'N;GEN;SG')
	('ɛsdrɨ', 'N;ACC;PL')
	('ɛsdrɨ', 'N;NOM;PL')
	('ɛsdrɨ', 'N;VOC;PL')
	('ɛsdʐɛ', 'N;ESS;SG')
	('ɛsdʐɛ', 'N;VOC;SG')
esteta:	('ɛstɛ\U00100001ʲiɛ', 'N;DAT;SG')
	('ɛstɛ\U00100001ʲiɛ', 'N;ESS;SG')
	('ɛstɛ\U00100001ʲi', 'N;NOM;PL')
	('ɛstɛ\U00100001ʲi', 'N;VOC;PL')
	('ɛstɛtax', 'N;ESS;PL')
	('ɛstɛtamʲi', 'N;INS;PL')
	('ɛstɛtɔ̃', 'N;INS;SG')
	('ɛ s t ɛ t a', 'N;NOM;SG')
	('ɛstɛtɛ~', 'N;ACC;SG')
	('ɛstɛtɔm', 'N;DAT;PL')
	('ɛstɛtɔ', 'N;VOC;SG')
	('ɛstɛtuv', 'N;ACC;PL')
	('ɛstɛtuv', 'N;GEN;PL')
	('ɛstɛtɨ', 'N;GEN;SG')
estetyzm:	('ɛstɛtɨzmɛm', 'N;INS;SG')
	('ɛstɛtɨzmʲiɛ', 'N;ESS;SG')
	('ɛstɛtɨzmʲiɛ', 'N;VOC;SG')
	('ɛ s t ɛ t ɨ z m', 'N;ACC;SG')
	('ɛ s t ɛ t ɨ z m', 'N;NOM;SG')
	('ɛstɛtɨzmɔvʲi', 'N;DAT;SG')
	('ɛstɛtɨzmu', 'N;GEN;SG')
etan:	('ɛtanax', 'N;ESS;PL')
	('ɛtanamʲi', 'N;INS;PL')
	('ɛtanɛm', 'N;INS;SG')
	('ɛtaɲiɛ', 'N;ESS;SG')
	('ɛtaɲiɛ', 'N;VOC;SG')
	('ɛ t a n', 'N;ACC;SG')
	('ɛ t a n', 'N;NOM;SG')
	('ɛtanɔm', 'N;DAT;PL')
	('ɛtanɔvʲi', 'N;DAT;SG')
	('ɛtanuv', 'N;GEN;PL')
	('ɛtanu', 'N;GEN;SG')
	('ɛtanɨ', 'N;ACC;PL')
	('ɛtanɨ', 'N;NOM;PL')
	('ɛtanɨ', 'N;VOC;PL')
etap:	('ɛtapax', 'N;ESS;PL')
	('ɛtapamʲi', 'N;INS;PL')
	('ɛtapɛm', 'N;INS;SG')
	('ɛtapʲiɛ', 'N;ESS;SG')
	('ɛtapʲiɛ', 'N;VOC;SG')
	('ɛ t a p', 'N;ACC;SG')
	('ɛ t a p', 'N;NOM;SG')
	('ɛtapɔm', 'N;DAT;PL')
	('ɛtapɔvʲi', 'N;DAT;SG')
	('ɛtapuv', 'N;GEN;PL')
	('ɛtapu', 'N;GEN;SG')
	('ɛtapɨ', 'N;ACC;PL')
	('ɛtapɨ', 'N;NOM;PL')
	('ɛtapɨ', 'N;VOC;PL')
eter:	('ɛtɛrax', 'N;ESS;PL')
	('ɛtɛramʲi', 'N;INS;PL')
	('ɛtɛrɛm', 'N;INS;SG')
	('ɛ t ɛ r', 'N;ACC;SG')
	('ɛ t ɛ r', 'N;NOM;SG')
	('ɛtɛrɔm', 'N;DAT;PL')
	('ɛtɛrɔvʲi', 'N;DAT;SG')
	('ɛtɛruv', 'N;GEN;PL')
	('ɛtɛru', 'N;GEN;SG')
	('ɛtɛrɨ', 'N;ACC;PL')
	('ɛtɛrɨ', 'N;NOM;PL')
	('ɛtɛrɨ', 'N;VOC;PL')
	('ɛtɛʐɛ', 'N;ESS;SG')
	('ɛtɛʐɛ', 'N;VOC;SG')
etnologia:	('ɛdnɔlɔgʲiɔ̃', 'N;INS;SG')
	('ɛ t n ɔ l ɔ ɡʲ j a', 'N;NOM;SG')
	('ɛdnɔlɔgʲiɛ~', 'N;ACC;SG')
	('ɛdnɔlɔgʲii', 'N;DAT;SG')
	('ɛdnɔlɔgʲii', 'N;ESS;SG')
	('ɛdnɔlɔgʲii', 'N;GEN;SG')
	('ɛdnɔlɔgʲiɔ', 'N;VOC;SG')
etymologia:	('ɛtɨmɔlɔgʲiax', 'N;ESS;PL')
	('ɛtɨmɔlɔgʲiamʲi', 'N;INS;PL')
	('ɛtɨmɔlɔgʲiɔ̃', 'N;INS;SG')
	('ɛ t ɨ m ɔ l ɔ ɡ j a', 'N;NOM;SG')
	('ɛtɨmɔlɔgʲiɛ', 'N;ACC;PL')
	('ɛtɨmɔlɔgʲiɛ~', 'N;ACC;SG')
	('ɛtɨmɔlɔgʲiɛ', 'N;NOM;PL')
	('ɛtɨmɔlɔgʲiɛ', 'N;VOC;PL')
	('ɛtɨmɔlɔgʲii', 'N;DAT;SG')
	('ɛtɨmɔlɔgʲii', 'N;ESS;SG')
	('ɛtɨmɔlɔgʲii', 'N;GEN;PL')
	('ɛtɨmɔlɔgʲii', 'N;GEN;SG')
	('ɛtɨmɔlɔgʲiɔm', 'N;DAT;PL')
	('ɛtɨmɔlɔgʲiɔ', 'N;VOC;SG')
eucharystia:	('ɛuxarɨstʲiax', 'N;ESS;PL')
	('ɛuxarɨstʲiamʲi', 'N;INS;PL')
	('ɛuxarɨstʲiɔ̃', 'N;INS;SG')
	('ɛ w x a r ɨ s t j a', 'N;NOM;SG')
	('ɛuxarɨstʲiɛ', 'N;ACC;PL')
	('ɛuxarɨstʲiɛ~', 'N;ACC;SG')
	('ɛuxarɨstʲiɛ', 'N;NOM;PL')
	('ɛuxarɨstʲiɛ', 'N;VOC;PL')
	('ɛuxarɨstʲii', 'N;DAT;SG')
	('ɛuxarɨstʲii', 'N;ESS;SG')
	('ɛuxarɨstʲii', 'N;GEN;PL')
	('ɛuxarɨstʲii', 'N;GEN;SG')
	('ɛuxarɨstʲiɔm', 'N;DAT;PL')
	('ɛuxarɨstʲiɔ', 'N;VOC;SG')
eufemizm:	('ɛufɛmʲizmax', 'N;ESS;PL')
	('ɛufɛmʲizmamʲi', 'N;INS;PL')
	('ɛufɛmʲizmɛm', 'N;INS;SG')
	('ɛufɛmʲizmʲiɛ', 'N;ESS;SG')
	('ɛufɛmʲizmʲiɛ', 'N;VOC;SG')
	('ɛ w f ɛ mʲ i z m', 'N;ACC;SG')
	('ɛ w f ɛ mʲ i z m', 'N;NOM;SG')
	('ɛufɛmʲizmɔm', 'N;DAT;PL')
	('ɛufɛmʲizmɔvʲi', 'N;DAT;SG')
	('ɛufɛmʲizmuv', 'N;GEN;PL')
	('ɛufɛmʲizmu', 'N;GEN;SG')
	('ɛufɛmʲizmɨ', 'N;ACC;PL')
	('ɛufɛmʲizmɨ', 'N;NOM;PL')
	('ɛufɛmʲizmɨ', 'N;VOC;PL')
eufuizm:	('ɛufuizmɛm', 'N;INS;SG')
	('ɛufuizmʲiɛ', 'N;ESS;SG')
	('ɛufuizmʲiɛ', 'N;VOC;SG')
	('ɛ w f u i z m', 'N;ACC;SG')
	('ɛ w f u i z m', 'N;NOM;SG')
	('ɛufuizmɔvʲi', 'N;DAT;SG')
	('ɛufuizmu', 'N;GEN;SG')
eunuchoidyzm:	('ɛunuxɔidɨzmɛm', 'N;INS;SG')
	('ɛunuxɔidɨzmʲiɛ', 'N;ESS;SG')
	('ɛunuxɔidɨzmʲiɛ', 'N;VOC;SG')
	('ɛ w n u x ɔ i d ɨ z m', 'N;ACC;SG')
	('ɛ w n u x ɔ i d ɨ z m', 'N;NOM;SG')
	('ɛunuxɔidɨzmɔvʲi', 'N;DAT;SG')
	('ɛunuxɔidɨzmu', 'N;GEN;SG')
eurodance:	('ɛ w r ɔ d ɛ̃ s', 'N;ACC;SG')
	('ɛ w r ɔ d ɛ̃ s', 'N;NOM;SG')
	('ɛurɔdanɕiɛ', 'N;ESS;SG')
	('ɛurɔdanɕiɛ', 'N;VOC;SG')
europ:	('ɛurɔpɛm', 'N;INS;SG')
	('ɛ w r ɔ pʲ ɛ', 'N;ESS;SG')
	('ɛ w r ɔ pʲ ɛ', 'N;VOC;SG')
	('ɛ w r ɔ p', 'N;ACC;SG')
	('ɛ w r ɔ p', 'N;NOM;SG')
	('ɛurɔpɔvʲi', 'N;DAT;SG')
	('ɛurɔpu', 'N;GEN;SG')
eutanazista:	('ɛutanaʑiɕ\U00100001ʲiɛ', 'N;DAT;SG')
	('ɛutanaʑiɕ\U00100001ʲiɛ', 'N;ESS;SG')
	('ɛutanaʑiɕ\U00100001ʲi', 'N;NOM;PL')
	('ɛutanaʑiɕ\U00100001ʲi', 'N;VOC;PL')
	('ɛutanaʑistax', 'N;ESS;PL')
	('ɛutanaʑistamʲi', 'N;INS;PL')
	('ɛutanaʑistɔ̃', 'N;INS;SG')
	('ɛutanaʑista', 'N;NOM;SG')
	('ɛutanaʑistɛ~', 'N;ACC;SG')
	('ɛutanaʑistɔm', 'N;DAT;PL')
	('ɛutanaʑistɔ', 'N;VOC;SG')
	('ɛutanaʑistuv', 'N;ACC;PL')
	('ɛutanaʑistuv', 'N;GEN;PL')
	('ɛutanaʑistɨ', 'N;GEN;SG')
eutanazja:	('ɛutanazjax', 'N;ESS;PL')
	('ɛutanazjamʲi', 'N;INS;PL')
	('ɛutanazjɔ̃', 'N;INS;SG')
	('ɛ w t a n a z j a', 'N;NOM;SG')
	('ɛutanazjɛ', 'N;ACC;PL')
	('ɛutanazjɛ~', 'N;ACC;SG')
	('ɛutanazjɛ', 'N;NOM;PL')
	('ɛutanazjɛ', 'N;VOC;PL')
	('ɛutanazjʲi', 'N;DAT;SG')
	('ɛutanazjʲi', 'N;ESS;SG')
	('ɛutanazjʲi', 'N;GEN;PL')
	('ɛutanazjʲi', 'N;GEN;SG')
	('ɛutanazjɔm', 'N;DAT;PL')
	('ɛutanazjɔ', 'N;VOC;SG')
ewangeliarz:	('ɛvangɛlʲiaʐax', 'N;ESS;PL')
	('ɛvangɛlʲiaʐamʲi', 'N;INS;PL')
	('ɛvangɛlʲiaʐa', 'N;GEN;SG')
	('ɛvangɛlʲiaʐɛm', 'N;INS;SG')
	('ɛvangɛlʲiaʐɛ', 'N;ACC;PL')
	('ɛvangɛlʲiaʐɛ', 'N;NOM;PL')
	('ɛvangɛlʲiaʐɛ', 'N;VOC;PL')
	('ɛ v a n ɡ ɛ lʲ a ʂ', 'N;ACC;SG')
	('ɛ v a n ɡ ɛ lʲ a ʂ', 'N;NOM;SG')
	('ɛvangɛlʲiaʐɔm', 'N;DAT;PL')
	('ɛvangɛlʲiaʐɔvʲi', 'N;DAT;SG')
	('ɛvangɛlʲiaʐu', 'N;ESS;SG')
	('ɛvangɛlʲiaʐu', 'N;VOC;SG')
	('ɛvangɛlʲiaʐɨ', 'N;GEN;PL')
fabryka:	('fabrɨ\U00100001ɛ', 'N;DAT;SG')
	('fabrɨ\U00100001ɛ', 'N;ESS;SG')
	('fabrɨkax', 'N;ESS;PL')
	('fabrɨkamʲi', 'N;INS;PL')
	('fabrɨkɔ̃', 'N;INS;SG')
	('f a b r ɨ k a', 'N;NOM;SG')
	('fabrɨkɛ~', 'N;ACC;SG')
	('fabrɨkʲi', 'N;ACC;PL')
	('fabrɨkʲi', 'N;GEN;SG')
	('fabrɨkʲi', 'N;NOM;PL')
	('fabrɨkʲi', 'N;VOC;PL')
	('fabrɨk', 'N;GEN;PL')
	('fabrɨkɔm', 'N;DAT;PL')
	('fabrɨkɔ', 'N;VOC;SG')
fabuła:	('fabuwax', 'N;ESS;PL')
	('fabuwamʲi', 'N;INS;PL')
	('fabuwɔ̃', 'N;INS;SG')
	('f a b u w a', 'N;NOM;SG')
	('fabuwɛ~', 'N;ACC;SG')
	('fabulɛ', 'N;DAT;SG')
	('fabulɛ', 'N;ESS;SG')
	('fabuw', 'N;GEN;PL')
	('fabuwɔm', 'N;DAT;PL')
	('fabuwɔ', 'N;VOC;SG')
	('fabuwɨ', 'N;ACC;PL')
	('fabuwɨ', 'N;GEN;SG')
	('fabuwɨ', 'N;NOM;PL')
	('fabuwɨ', 'N;VOC;PL')
facet:	('fa\U00100001ɛ\U00100001ʲiɛ', 'N;ESS;SG')
	('fa\U00100001ɛ\U00100001ʲiɛ', 'N;VOC;SG')
	('f a t͡s ɛ t͡ɕ i', 'N;NOM;PL')
	('f a t͡s ɛ t͡ɕ i', 'N;VOC;PL')
	('fa\U00100001ɛtax', 'N;ESS;PL')
	('fa\U00100001ɛtamʲi', 'N;INS;PL')
	('f a t͡s ɛ t a', 'N;ACC;SG')
	('f a t͡s ɛ t a', 'N;GEN;SG')
	('fa\U00100001ɛtɛm', 'N;INS;SG')
	('f a t͡s ɛ t', 'N;NOM;SG')
	('fa\U00100001ɛtɔm', 'N;DAT;PL')
	('fa\U00100001ɛtɔvʲi', 'N;DAT;SG')
	('f a t͡s ɛ t u f', 'N;ACC;PL')
	('f a t͡s ɛ t u f', 'N;GEN;PL')
fag:	('fagax', 'N;ESS;PL')
	('fagamʲi', 'N;INS;PL')
	('faga', 'N;ACC;SG')
	('faga', 'N;GEN;SG')
	('fagʲiɛm', 'N;INS;SG')
	('fagʲi', 'N;ACC;PL')
	('fagʲi', 'N;NOM;PL')
	('fagʲi', 'N;VOC;PL')
	('f a k', 'N;NOM;SG')
	('fagɔm', 'N;DAT;PL')
	('fagɔvʲi', 'N;DAT;SG')
	('faguv', 'N;GEN;PL')
	('fagu', 'N;ESS;SG')
	('fagu', 'N;VOC;SG')
fagot:	('fagɔ\U00100001ʲiɛ', 'N;ESS;SG')
	('fagɔ\U00100001ʲiɛ', 'N;VOC;SG')
	('fagɔtax', 'N;ESS;PL')
	('fagɔtamʲi', 'N;INS;PL')
	('fagɔtɛm', 'N;INS;SG')
	('f a ɡ ɔ t', 'N;ACC;SG')
	('f a ɡ ɔ t', 'N;NOM;SG')
	('fagɔtɔm', 'N;DAT;PL')
	('fagɔtɔvʲi', 'N;DAT;SG')
	('fagɔtuv', 'N;GEN;PL')
	('fagɔtu', 'N;GEN;SG')
	('fagɔtɨ', 'N;ACC;PL')
	('fagɔtɨ', 'N;NOM;PL')
	('fagɔtɨ', 'N;VOC;PL')
fajek:	('f a j ɛ k', 'N;NOM;SG')
	('fajkax', 'N;ESS;PL')
	('fajkamʲi', 'N;INS;PL')
	('f a j k a', 'N;ACC;SG')
	('f a j k a', 'N;GEN;SG')
	('fajkʲiɛm', 'N;INS;SG')
	('fajkʲi', 'N;ACC;PL')
	('fajkʲi', 'N;NOM;PL')
	('fajkʲi', 'N;VOC;PL')
	('fajkɔm', 'N;DAT;PL')
	('fajkɔvʲi', 'N;DAT;SG')
	('fajkuv', 'N;GEN;PL')
	('fajku', 'N;ESS;SG')
	('fajku', 'N;VOC;SG')
fajka:	('faj\U00100001ɛ', 'N;DAT;SG')
	('faj\U00100001ɛ', 'N;ESS;SG')
	('f a j ɛ k', 'N;GEN;PL')
	('fajkax', 'N;ESS;PL')
	('fajkamʲi', 'N;INS;PL')
	('fajkɔ̃', 'N;INS;SG')
	('f a j k a', 'N;NOM;SG')
	('fajkɛ~', 'N;ACC;SG')
	('fajkʲi', 'N;ACC;PL')
	('fajkʲi', 'N;GEN;SG')
	('fajkʲi', 'N;NOM;PL')
	('fajkʲi', 'N;VOC;PL')
	('fajkɔm', 'N;DAT;PL')
	('fajkɔ', 'N;VOC;SG')
faks:	('faksax', 'N;ESS;PL')
	('faksamʲi', 'N;INS;PL')
	('faksɛm', 'N;INS;SG')
	('fakɕiɛ', 'N;ESS;SG')
	('fakɕiɛ', 'N;VOC;SG')
	('f a k s', 'N;ACC;SG')
	('f a k s', 'N;NOM;SG')
	('faksɔm', 'N;DAT;PL')
	('faksɔvʲi', 'N;DAT;SG')
	('faksuv', 'N;GEN;PL')
	('faksu', 'N;GEN;SG')
	('faksɨ', 'N;ACC;PL')
	('faksɨ', 'N;NOM;PL')
	('faksɨ', 'N;VOC;PL')
fakt:	('fak\U00100001ʲiɛ', 'N;ESS;SG')
	('fak\U00100001ʲiɛ', 'N;VOC;SG')
	('faktax', 'N;ESS;PL')
	('faktamʲi', 'N;INS;PL')
	('faktɛm', 'N;INS;SG')
	('f a k t', 'N;ACC;SG')
	('f a k t', 'N;NOM;SG')
	('faktɔm', 'N;DAT;PL')
	('faktɔvʲi', 'N;DAT;SG')
	('faktuv', 'N;GEN;PL')
	('faktu', 'N;GEN;SG')
	('faktɨ', 'N;ACC;PL')
	('faktɨ', 'N;NOM;PL')
	('faktɨ', 'N;VOC;PL')
faktura:	('fakturax', 'N;ESS;PL')
	('fakturamʲi', 'N;INS;PL')
	('fakturɔ̃', 'N;INS;SG')
	('f a k t u r a', 'N;NOM;SG')
	('fakturɛ~', 'N;ACC;SG')
	('faktur', 'N;GEN;PL')
	('fakturɔm', 'N;DAT;PL')
	('fakturɔ', 'N;VOC;SG')
	('fakturɨ', 'N;ACC;PL')
	('fakturɨ', 'N;GEN;SG')
	('fakturɨ', 'N;NOM;PL')
	('fakturɨ', 'N;VOC;PL')
	('faktuʐɛ', 'N;DAT;SG')
	('faktuʐɛ', 'N;ESS;SG')
falanga:	('falandzɛ', 'N;DAT;SG')
	('falandzɛ', 'N;ESS;SG')
	('falangax', 'N;ESS;PL')
	('falangamʲi', 'N;INS;PL')
	('falangɔ̃', 'N;INS;SG')
	('f a l a n ɡ a', 'N;NOM;SG')
	('falangɛ~', 'N;ACC;SG')
	('falangʲi', 'N;ACC;PL')
	('falangʲi', 'N;GEN;SG')
	('falangʲi', 'N;NOM;PL')
	('falangʲi', 'N;VOC;PL')
	('falank', 'N;GEN;PL')
	('falangɔm', 'N;DAT;PL')
	('falangɔ', 'N;VOC;SG')
